SUBTYPE	CODE	DISPLAY	COMMENT
self_harm	T52.8X2D	Toxic effect of organic solvents, self-harm, subs	
self_harm	T52.8X2S	Toxic effect of organic solvents, self-harm, sequela	
self_harm	T52.92XA	Toxic effect of unsp organic solvent, self-harm, init	
self_harm	T52.92XD	Toxic effect of unsp organic solvent, self-harm, subs	
self_harm	T52.92XS	Toxic effect of unsp organic solvent, self-harm, sequela	
self_harm	T53.0X2	Toxic effect of carbon tetrachloride, intentional self-harm	
self_harm	T53.0X2A	Toxic effect of carbon tetrachloride, self-harm, init	
self_harm	T53.0X2D	Toxic effect of carbon tetrachloride, self-harm, subs	
self_harm	T53.0X2S	Toxic effect of carbon tetrachloride, self-harm, sequela	
self_harm	T53.1X2	Toxic effect of chloroform, intentional self-harm	
self_harm	T53.1X2A	Toxic effect of chloroform, intentional self-harm, init	
self_harm	T53.1X2D	Toxic effect of chloroform, intentional self-harm, subs	
self_harm	T53.1X2S	Toxic effect of chloroform, intentional self-harm, sequela	
self_harm	T53.2X2	Toxic effect of trichloroethylene, intentional self-harm	
self_harm	T53.2X2A	Toxic effect of trichloroethylene, self-harm, init	
self_harm	T53.2X2D	Toxic effect of trichloroethylene, self-harm, subs	
self_harm	T53.2X2S	Toxic effect of trichloroethylene, self-harm, sequela	
self_harm	T53.3X2	Toxic effect of tetrachloroethylene, intentional self-harm	
self_harm	T53.3X2A	Toxic effect of tetrachloroethylene, self-harm, init	
self_harm	T53.3X2D	Toxic effect of tetrachloroethylene, self-harm, subs	
self_harm	T53.3X2S	Toxic effect of tetrachloroethylene, self-harm, sequela	
self_harm	T53.4X2	Toxic effect of dichloromethane, intentional self-harm	
self_harm	T53.4X2A	Toxic effect of dichloromethane, intentional self-harm, init	
self_harm	T53.4X2D	Toxic effect of dichloromethane, intentional self-harm, subs	
self_harm	T53.4X2S	Toxic effect of dichloromethane, self-harm, sequela	
self_harm	T53.5X2	Toxic effect of chlorofluorocarbons, intentional self-harm	
self_harm	T53.5X2A	Toxic effect of chlorofluorocarbons, self-harm, init	
self_harm	T53.5X2D	Toxic effect of chlorofluorocarbons, self-harm, subs	
self_harm	T53.5X2S	Toxic effect of chlorofluorocarbons, self-harm, sequela	
self_harm	T53.6X2	Toxic effect of halogen deriv of aliphatic hydrocrb, slf-hrm	
self_harm	T53.6X2A	Tox eff of halgn deriv of aliphatic hydrocrb, slf-hrm, init	
self_harm	T53.6X2D	Tox eff of halgn deriv of aliphatic hydrocrb, slf-hrm, subs	
self_harm	T53.6X2S	Tox eff of halgn deriv of aliphatic hydrocrb, slf-hrm, sqla	
self_harm	T53.7X2	Toxic effect of halogen deriv of aromatic hydrocrb, slf-hrm	
self_harm	T53.7X2A	Toxic eff of halgn deriv of aromatic hydrocrb, slf-hrm, init	
self_harm	T53.7X2D	Toxic eff of halgn deriv of aromatic hydrocrb, slf-hrm, subs	
self_harm	T53.7X2S	Toxic eff of halgn deriv of aromatic hydrocrb, slf-hrm, sqla	
self_harm	T53.92XA	Tox eff of unsp halgn deriv of aromat hydrocrb,slf-hrm, init	
self_harm	T53.92XD	Tox eff of unsp halgn deriv of aromat hydrocrb,slf-hrm, subs	
self_harm	T53.92XS	Tox eff of unsp halgn deriv of aromat hydrocrb,slf-hrm, sqla	
self_harm	T54.0X2	Toxic effect of phenol and phenol homologues, self-harm	
self_harm	T54.0X2A	Toxic effect of phenol and phenol homolog, self-harm, init	
self_harm	T54.0X2D	Toxic effect of phenol and phenol homolog, self-harm, subs	
self_harm	T54.0X2S	Toxic effect of phenol and phenol homolog, slf-hrm, sequela	
self_harm	T54.1X2	Toxic effect of corrosive organic compounds, self-harm	
self_harm	T54.1X2A	Toxic effect of corrosive organic compounds, self-harm, init	
self_harm	T54.1X2D	Toxic effect of corrosive organic compounds, self-harm, subs	
self_harm	T54.1X2S	Toxic effect of corrosive organic compnd, self-harm, sequela	
self_harm	T54.2X2	Toxic effect of corrosv acids and acid-like substnc, slf-hrm	
self_harm	T54.2X2A	Tox eff of corrosv acids & acid-like substnc, slf-hrm, init	
self_harm	T54.2X2D	Tox eff of corrosv acids & acid-like substnc, slf-hrm, subs	
self_harm	T54.2X2S	Tox eff of corrosv acids & acid-like substnc, slf-hrm, sqla	
self_harm	T54.3X2	Toxic eff of corrosv alkalis and alk-like substnc, slf-hrm	
self_harm	T54.3X2A	Tox eff of corrosv alkalis & alk-like substnc, slf-hrm, init	
self_harm	T54.3X2D	Tox eff of corrosv alkalis & alk-like substnc, slf-hrm, subs	
self_harm	T54.3X2S	Tox eff of corrosv alkalis & alk-like substnc, slf-hrm, sqla	
self_harm	T54.92XA	Toxic effect of unsp corrosive substance, self-harm, init	
self_harm	T54.92XD	Toxic effect of unsp corrosive substance, self-harm, subs	
self_harm	T54.92XS	Toxic effect of unsp corrosive substance, self-harm, sequela	
self_harm	T55.0X2	Toxic effect of soaps, intentional self-harm	
self_harm	T55.0X2A	Toxic effect of soaps, intentional self-harm, init encntr	
self_harm	T55.0X2D	Toxic effect of soaps, intentional self-harm, subs encntr	
self_harm	T55.0X2S	Toxic effect of soaps, intentional self-harm, sequela	
self_harm	T55.1X2	Toxic effect of detergents, intentional self-harm	
self_harm	T55.1X2A	Toxic effect of detergents, intentional self-harm, init	
self_harm	T55.1X2D	Toxic effect of detergents, intentional self-harm, subs	
self_harm	T55.1X2S	Toxic effect of detergents, intentional self-harm, sequela	
self_harm	T56.0X2	Toxic effect of lead and its compounds, self-harm	
self_harm	T56.0X2A	Toxic effect of lead and its compounds, self-harm, init	
self_harm	T56.0X2D	Toxic effect of lead and its compounds, self-harm, subs	
self_harm	T56.0X2S	Toxic effect of lead and its compounds, self-harm, sequela	
self_harm	T56.1X2	Toxic effect of mercury and its compounds, self-harm	
self_harm	T56.1X2A	Toxic effect of mercury and its compounds, self-harm, init	
self_harm	T56.1X2D	Toxic effect of mercury and its compounds, self-harm, subs	
self_harm	T56.1X2S	Toxic effect of mercury and its compnd, self-harm, sequela	
self_harm	T56.2X2	Toxic effect of chromium and its compounds, self-harm	
self_harm	T56.2X2A	Toxic effect of chromium and its compounds, self-harm, init	
self_harm	T56.2X2D	Toxic effect of chromium and its compounds, self-harm, subs	
self_harm	T56.2X2S	Toxic effect of chromium and its compnd, self-harm, sequela	
self_harm	T56.3X2	Toxic effect of cadmium and its compounds, self-harm	
self_harm	T56.3X2A	Toxic effect of cadmium and its compounds, self-harm, init	
self_harm	T56.3X2D	Toxic effect of cadmium and its compounds, self-harm, subs	
self_harm	T56.3X2S	Toxic effect of cadmium and its compnd, self-harm, sequela	
self_harm	T56.4X2	Toxic effect of copper and its compounds, self-harm	
self_harm	T56.4X2A	Toxic effect of copper and its compounds, self-harm, init	
self_harm	T56.4X2D	Toxic effect of copper and its compounds, self-harm, subs	
self_harm	T56.4X2S	Toxic effect of copper and its compounds, self-harm, sequela	
self_harm	T56.5X2	Toxic effect of zinc and its compounds, self-harm	
self_harm	T56.5X2A	Toxic effect of zinc and its compounds, self-harm, init	
self_harm	T56.5X2D	Toxic effect of zinc and its compounds, self-harm, subs	
self_harm	T56.5X2S	Toxic effect of zinc and its compounds, self-harm, sequela	
self_harm	T56.6X2	Toxic effect of tin and its compounds, intentional self-harm	
self_harm	T56.6X2A	Toxic effect of tin and its compounds, self-harm, init	
self_harm	T56.6X2D	Toxic effect of tin and its compounds, self-harm, subs	
self_harm	T56.6X2S	Toxic effect of tin and its compounds, self-harm, sequela	
self_harm	T56.7X2	Toxic effect of beryllium and its compounds, self-harm	
self_harm	T56.7X2A	Toxic effect of beryllium and its compounds, self-harm, init	
self_harm	T56.7X2D	Toxic effect of beryllium and its compounds, self-harm, subs	
self_harm	T56.7X2S	Toxic effect of beryllium and its compnd, self-harm, sequela	
self_harm	T56.812	Toxic effect of thallium, intentional self-harm	
self_harm	T56.812A	Toxic effect of thallium, intentional self-harm, init encntr	
self_harm	T56.812D	Toxic effect of thallium, intentional self-harm, subs encntr	
self_harm	T56.812S	Toxic effect of thallium, intentional self-harm, sequela	
self_harm	T56.892	Toxic effect of other metals, intentional self-harm	
self_harm	T56.892A	Toxic effect of oth metals, intentional self-harm, init	
self_harm	T56.892D	Toxic effect of oth metals, intentional self-harm, subs	
self_harm	T56.892S	Toxic effect of other metals, intentional self-harm, sequela	
self_harm	T56.92XA	Toxic effect of unsp metal, intentional self-harm, init	
self_harm	T56.92XD	Toxic effect of unsp metal, intentional self-harm, subs	
self_harm	T56.92XS	Toxic effect of unsp metal, intentional self-harm, sequela	
self_harm	T57.0X2	Toxic effect of arsenic and its compounds, self-harm	
self_harm	T57.0X2A	Toxic effect of arsenic and its compounds, self-harm, init	
self_harm	T57.0X2D	Toxic effect of arsenic and its compounds, self-harm, subs	
self_harm	T57.0X2S	Toxic effect of arsenic and its compnd, self-harm, sequela	
self_harm	T57.1X2	Toxic effect of phosphorus and its compounds, self-harm	
self_harm	T57.1X2A	Toxic effect of phosphorus and its compnd, self-harm, init	
self_harm	T57.1X2D	Toxic effect of phosphorus and its compnd, self-harm, subs	
self_harm	T57.1X2S	Toxic effect of phosphorus and its compnd, slf-hrm, sequela	
self_harm	T57.2X2	Toxic effect of manganese and its compounds, self-harm	
self_harm	T57.2X2A	Toxic effect of manganese and its compounds, self-harm, init	
self_harm	T57.2X2D	Toxic effect of manganese and its compounds, self-harm, subs	
self_harm	T57.2X2S	Toxic effect of manganese and its compnd, self-harm, sequela	
self_harm	T57.3X2	Toxic effect of hydrogen cyanide, intentional self-harm	
self_harm	T57.3X2A	Toxic effect of hydrogen cyanide, self-harm, init	
self_harm	T57.3X2D	Toxic effect of hydrogen cyanide, self-harm, subs	
self_harm	T57.3X2S	Toxic effect of hydrogen cyanide, self-harm, sequela	
self_harm	T57.8X2	Toxic effect of inorganic substances, intentional self-harm	
self_harm	T57.8X2A	Toxic effect of inorganic substances, self-harm, init	
self_harm	T57.8X2D	Toxic effect of inorganic substances, self-harm, subs	
self_harm	T57.8X2S	Toxic effect of inorganic substances, self-harm, sequela	
self_harm	T57.92XA	Toxic effect of unsp inorganic substance, self-harm, init	
self_harm	T57.92XD	Toxic effect of unsp inorganic substance, self-harm, subs	
self_harm	T57.92XS	Toxic effect of unsp inorganic substance, self-harm, sequela	
self_harm	T58.02XA	Toxic eff of carb monx from mtr veh exhaust, slf-hrm, init	
self_harm	T58.02XD	Toxic eff of carb monx from mtr veh exhaust, slf-hrm, subs	
self_harm	T58.02XS	Toxic eff of carb monx from mtr veh exhaust, slf-hrm, sqla	
self_harm	T58.12XA	Toxic effect of carb monx from utility gas, self-harm, init	
self_harm	T58.12XD	Toxic effect of carb monx from utility gas, self-harm, subs	
self_harm	T58.12XS	Toxic effect of carb monx from utility gas, slf-hrm, sequela	
self_harm	T58.2X2	Toxic eff of carb monx from incmpl combst dmst fuel, slf-hrm	
self_harm	T58.2X2A	Tox eff of carb monx fr incmpl combst dmst fuel,slf-hrm,init	
self_harm	T58.2X2D	Tox eff of carb monx fr incmpl combst dmst fuel,slf-hrm,subs	
self_harm	T58.2X2S	Tox eff of carb monx fr incmpl combst dmst fuel,slf-hrm,sqla	
self_harm	T58.8X2	Toxic effect of carbon monoxide from oth source, self-harm	
self_harm	T58.8X2A	Toxic effect of carb monx from oth source, self-harm, init	
self_harm	T58.8X2D	Toxic effect of carb monx from oth source, self-harm, subs	
self_harm	T58.8X2S	Toxic effect of carb monx from oth source, slf-hrm, sequela	
self_harm	T58.92XA	Toxic effect of carb monx from unsp source, self-harm, init	
self_harm	T58.92XD	Toxic effect of carb monx from unsp source, self-harm, subs	
self_harm	T58.92XS	Toxic effect of carb monx from unsp source, slf-hrm, sequela	
self_harm	T59.0X2	Toxic effect of nitrogen oxides, intentional self-harm	
self_harm	T59.0X2A	Toxic effect of nitrogen oxides, intentional self-harm, init	
self_harm	T59.0X2D	Toxic effect of nitrogen oxides, intentional self-harm, subs	
self_harm	T59.0X2S	Toxic effect of nitrogen oxides, self-harm, sequela	
self_harm	T59.1X2	Toxic effect of sulfur dioxide, intentional self-harm	
self_harm	T59.1X2A	Toxic effect of sulfur dioxide, intentional self-harm, init	
self_harm	T59.1X2D	Toxic effect of sulfur dioxide, intentional self-harm, subs	
self_harm	T59.1X2S	Toxic effect of sulfur dioxide, self-harm, sequela	
self_harm	T59.2X2	Toxic effect of formaldehyde, intentional self-harm	
self_harm	T59.2X2A	Toxic effect of formaldehyde, intentional self-harm, init	
self_harm	T59.2X2D	Toxic effect of formaldehyde, intentional self-harm, subs	
self_harm	T59.2X2S	Toxic effect of formaldehyde, intentional self-harm, sequela	
self_harm	T59.3X2	Toxic effect of lacrimogenic gas, intentional self-harm	
self_harm	T59.3X2A	Toxic effect of lacrimogenic gas, self-harm, init	
self_harm	T59.3X2D	Toxic effect of lacrimogenic gas, self-harm, subs	
self_harm	T59.3X2S	Toxic effect of lacrimogenic gas, self-harm, sequela	
self_harm	T59.4X2	Toxic effect of chlorine gas, intentional self-harm	
self_harm	T59.4X2A	Toxic effect of chlorine gas, intentional self-harm, init	
self_harm	T59.4X2D	Toxic effect of chlorine gas, intentional self-harm, subs	
self_harm	T59.4X2S	Toxic effect of chlorine gas, intentional self-harm, sequela	
self_harm	T59.5X2	Toxic effect of fluorine gas and hydrogen fluoride, slf-hrm	
self_harm	T59.5X2A	Tox eff of fluorine gas and hydrogen fluoride, slf-hrm, init	
self_harm	T59.5X2D	Tox eff of fluorine gas and hydrogen fluoride, slf-hrm, subs	
self_harm	T59.5X2S	Tox eff of fluorine gas and hydrogen fluoride, slf-hrm, sqla	
self_harm	T59.6X2	Toxic effect of hydrogen sulfide, intentional self-harm	
self_harm	T59.6X2A	Toxic effect of hydrogen sulfide, self-harm, init	
self_harm	T59.6X2D	Toxic effect of hydrogen sulfide, self-harm, subs	
self_harm	T59.6X2S	Toxic effect of hydrogen sulfide, self-harm, sequela	
self_harm	T59.7X2	Toxic effect of carbon dioxide, intentional self-harm	
self_harm	T59.7X2A	Toxic effect of carbon dioxide, intentional self-harm, init	
self_harm	T59.7X2D	Toxic effect of carbon dioxide, intentional self-harm, subs	
self_harm	T59.7X2S	Toxic effect of carbon dioxide, self-harm, sequela	
self_harm	T59.812	Toxic effect of smoke, intentional self-harm	
self_harm	T59.812A	Toxic effect of smoke, intentional self-harm, init encntr	
self_harm	T59.812D	Toxic effect of smoke, intentional self-harm, subs encntr	
self_harm	T59.812S	Toxic effect of smoke, intentional self-harm, sequela	
self_harm	T59.892	Toxic effect of gases, fumes and vapors, self-harm	
self_harm	T59.892A	Toxic effect of gases, fumes and vapors, self-harm, init	
self_harm	T59.892D	Toxic effect of gases, fumes and vapors, self-harm, subs	
self_harm	T59.892S	Toxic effect of gases, fumes and vapors, self-harm, sequela	
self_harm	T59.92XA	Toxic effect of unsp gases, fumes and vapors, slf-hrm, init	
self_harm	T59.92XD	Toxic effect of unsp gases, fumes and vapors, slf-hrm, subs	
self_harm	T59.92XS	Toxic effect of unsp gases, fumes and vapors, slf-hrm, sqla	
self_harm	T60.0X2	Toxic effect of organophos and carbamate insect, self-harm	
self_harm	T60.0X2A	Toxic eff of organophos and carbamate insect, slf-hrm, init	
self_harm	T60.0X2D	Toxic eff of organophos and carbamate insect, slf-hrm, subs	
self_harm	T60.0X2S	Toxic eff of organophos and carbamate insect, slf-hrm, sqla	
self_harm	T60.1X2	Toxic effect of halogenated insecticides, self-harm	
self_harm	T60.1X2A	Toxic effect of halogenated insecticides, self-harm, init	
self_harm	T60.1X2D	Toxic effect of halogenated insecticides, self-harm, subs	
self_harm	T60.1X2S	Toxic effect of halogenated insecticides, self-harm, sequela	
self_harm	T60.2X2	Toxic effect of other insecticides, intentional self-harm	
self_harm	T60.2X2A	Toxic effect of insecticides, intentional self-harm, init	
self_harm	T60.2X2D	Toxic effect of insecticides, intentional self-harm, subs	
self_harm	T60.2X2S	Toxic effect of insecticides, intentional self-harm, sequela	
self_harm	T60.3X2	Toxic effect of herbicides and fungicides, self-harm	
self_harm	T60.3X2A	Toxic effect of herbicides and fungicides, self-harm, init	
self_harm	T60.3X2D	Toxic effect of herbicides and fungicides, self-harm, subs	
self_harm	T60.3X2S	Toxic effect of herbicides and fungicides, slf-hrm, sequela	
self_harm	T60.4X2	Toxic effect of rodenticides, intentional self-harm	
self_harm	T60.4X2A	Toxic effect of rodenticides, intentional self-harm, init	
self_harm	T60.4X2D	Toxic effect of rodenticides, intentional self-harm, subs	
self_harm	T60.4X2S	Toxic effect of rodenticides, intentional self-harm, sequela	
self_harm	T60.8X2	Toxic effect of other pesticides, intentional self-harm	
self_harm	T60.8X2A	Toxic effect of oth pesticides, intentional self-harm, init	
self_harm	T60.8X2D	Toxic effect of oth pesticides, intentional self-harm, subs	
self_harm	T60.8X2S	Toxic effect of pesticides, intentional self-harm, sequela	
self_harm	T60.92XA	Toxic effect of unsp pesticide, intentional self-harm, init	
self_harm	T60.92XD	Toxic effect of unsp pesticide, intentional self-harm, subs	
self_harm	T60.92XS	Toxic effect of unsp pesticide, self-harm, sequela	
self_harm	T61.02XA	Ciguatera fish poisoning, intentional self-harm, init encntr	
self_harm	T61.02XD	Ciguatera fish poisoning, intentional self-harm, subs encntr	
self_harm	T61.02XS	Ciguatera fish poisoning, intentional self-harm, sequela	
self_harm	T61.12XA	Scombroid fish poisoning, intentional self-harm, init encntr	
self_harm	T61.12XD	Scombroid fish poisoning, intentional self-harm, subs encntr	
self_harm	T61.12XS	Scombroid fish poisoning, intentional self-harm, sequela	
self_harm	T61.772	Other fish poisoning, intentional self-harm	
self_harm	T61.772A	Other fish poisoning, intentional self-harm, init encntr	
self_harm	T61.772D	Other fish poisoning, intentional self-harm, subs encntr	
self_harm	T61.772S	Other fish poisoning, intentional self-harm, sequela	
self_harm	T61.782	Other shellfish poisoning, intentional self-harm	
self_harm	T61.782A	Oth shellfish poisoning, intentional self-harm, init encntr	
self_harm	T61.782D	Oth shellfish poisoning, intentional self-harm, subs encntr	
self_harm	T61.782S	Other shellfish poisoning, intentional self-harm, sequela	
self_harm	T61.8X2	Toxic effect of other seafood, intentional self-harm	
self_harm	T61.8X2A	Toxic effect of oth seafood, intentional self-harm, init	
self_harm	T61.8X2D	Toxic effect of oth seafood, intentional self-harm, subs	
self_harm	T61.8X2S	Toxic effect of oth seafood, intentional self-harm, sequela	
self_harm	T61.92XA	Toxic effect of unsp seafood, intentional self-harm, init	
self_harm	T61.92XD	Toxic effect of unsp seafood, intentional self-harm, subs	
self_harm	T61.92XS	Toxic effect of unsp seafood, intentional self-harm, sequela	
self_harm	T62.0X2	Toxic effect of ingested mushrooms, intentional self-harm	
self_harm	T62.0X2A	Toxic effect of ingested mushrooms, self-harm, init	
self_harm	T62.0X2D	Toxic effect of ingested mushrooms, self-harm, subs	
self_harm	T62.0X2S	Toxic effect of ingested mushrooms, self-harm, sequela	
self_harm	T62.1X2	Toxic effect of ingested berries, intentional self-harm	
self_harm	T62.1X2A	Toxic effect of ingested berries, self-harm, init	
self_harm	T62.1X2D	Toxic effect of ingested berries, self-harm, subs	
self_harm	T62.1X2S	Toxic effect of ingested berries, self-harm, sequela	
self_harm	T62.2X2	Toxic effect of ingested (parts of) plant(s), self-harm	
self_harm	T62.2X2A	Toxic effect of ingested (parts of) plant(s), slf-hrm, init	
self_harm	T62.2X2D	Toxic effect of ingested (parts of) plant(s), slf-hrm, subs	
self_harm	T62.2X2S	Toxic effect of ingest (parts of) plant(s), slf-hrm, sequela	
self_harm	T62.8X2	Toxic effect of noxious substances eaten as food, self-harm	
self_harm	T62.8X2A	Toxic effect of noxious substnc eaten as food, slf-hrm, init	
self_harm	T62.8X2D	Toxic effect of noxious substnc eaten as food, slf-hrm, subs	
self_harm	T62.8X2S	Toxic effect of noxious substnc eaten as food, slf-hrm, sqla	
self_harm	T62.92XA	Toxic eff of unsp noxious sub eaten as food, slf-hrm, init	
self_harm	T62.92XD	Toxic eff of unsp noxious sub eaten as food, slf-hrm, subs	
self_harm	T62.92XS	Toxic eff of unsp noxious sub eaten as food, slf-hrm, sqla	
self_harm	T63.002	Toxic effect of unsp snake venom, intentional self-harm	
self_harm	T63.002A	Toxic effect of unsp snake venom, self-harm, init	
self_harm	T63.002D	Toxic effect of unsp snake venom, self-harm, subs	
self_harm	T63.002S	Toxic effect of unsp snake venom, self-harm, sequela	
self_harm	T63.012	Toxic effect of rattlesnake venom, intentional self-harm	
self_harm	T63.012A	Toxic effect of rattlesnake venom, self-harm, init	
self_harm	T63.012D	Toxic effect of rattlesnake venom, self-harm, subs	
self_harm	T63.012S	Toxic effect of rattlesnake venom, self-harm, sequela	
self_harm	T63.022	Toxic effect of coral snake venom, intentional self-harm	
self_harm	T63.022A	Toxic effect of coral snake venom, self-harm, init	
self_harm	T63.022D	Toxic effect of coral snake venom, self-harm, subs	
self_harm	T63.022S	Toxic effect of coral snake venom, self-harm, sequela	
self_harm	T63.032	Toxic effect of taipan venom, intentional self-harm	
self_harm	T63.032A	Toxic effect of taipan venom, intentional self-harm, init	
self_harm	T63.032D	Toxic effect of taipan venom, intentional self-harm, subs	
self_harm	T63.032S	Toxic effect of taipan venom, intentional self-harm, sequela	
self_harm	T63.042	Toxic effect of cobra venom, intentional self-harm	
self_harm	T63.042A	Toxic effect of cobra venom, intentional self-harm, init	
self_harm	T63.042D	Toxic effect of cobra venom, intentional self-harm, subs	
self_harm	T63.042S	Toxic effect of cobra venom, intentional self-harm, sequela	
self_harm	T63.062	Toxic effect of venom of N & S American snake, self-harm	
self_harm	T63.062A	Toxic effect of venom of N & S American snake, slf-hrm, init	
self_harm	T63.062D	Toxic effect of venom of N & S American snake, slf-hrm, subs	
self_harm	T63.062S	Toxic effect of venom of N & S American snake, slf-hrm, sqla	
self_harm	T63.072	Toxic effect of venom of Australian snake, self-harm	
self_harm	T63.072A	Toxic effect of venom of Australian snake, self-harm, init	
self_harm	T63.072D	Toxic effect of venom of Australian snake, self-harm, subs	
self_harm	T63.072S	Toxic effect of venom of Australian snake, slf-hrm, sequela	
self_harm	T63.082	Toxic effect of venom of African and Asian snake, self-harm	
self_harm	T63.082A	Toxic eff of venom of African and Asian snake, slf-hrm, init	
self_harm	T63.082D	Toxic eff of venom of African and Asian snake, slf-hrm, subs	
self_harm	T63.082S	Toxic eff of venom of African and Asian snake, slf-hrm, sqla	
self_harm	T63.092	Toxic effect of venom of other snake, intentional self-harm	
self_harm	T63.092A	Toxic effect of venom of snake, intentional self-harm, init	
self_harm	T63.092D	Toxic effect of venom of snake, intentional self-harm, subs	
self_harm	T63.092S	Toxic effect of venom of snake, self-harm, sequela	
self_harm	T63.112	Toxic effect of venom of gila monster, intentional self-harm	
self_harm	T63.112A	Toxic effect of venom of gila monster, self-harm, init	
self_harm	T63.112D	Toxic effect of venom of gila monster, self-harm, subs	
self_harm	T63.112S	Toxic effect of venom of gila monster, self-harm, sequela	
self_harm	T63.122	Toxic effect of venom of venomous lizard, self-harm	
self_harm	T63.122A	Toxic effect of venom of venomous lizard, self-harm, init	
self_harm	T63.122D	Toxic effect of venom of venomous lizard, self-harm, subs	
self_harm	T63.122S	Toxic effect of venom of venomous lizard, self-harm, sequela	
self_harm	T63.192	Toxic effect of venom of oth reptiles, intentional self-harm	
self_harm	T63.192A	Toxic effect of venom of reptiles, self-harm, init	
self_harm	T63.192D	Toxic effect of venom of reptiles, self-harm, subs	
self_harm	T63.192S	Toxic effect of venom of reptiles, self-harm, sequela	
self_harm	T63.2X2	Toxic effect of venom of scorpion, intentional self-harm	
self_harm	T63.2X2A	Toxic effect of venom of scorpion, self-harm, init	
self_harm	T63.2X2D	Toxic effect of venom of scorpion, self-harm, subs	
self_harm	T63.2X2S	Toxic effect of venom of scorpion, self-harm, sequela	
self_harm	T63.302	Toxic effect of unsp spider venom, intentional self-harm	
self_harm	T63.302A	Toxic effect of unsp spider venom, self-harm, init	
self_harm	T63.302D	Toxic effect of unsp spider venom, self-harm, subs	
self_harm	T63.302S	Toxic effect of unsp spider venom, self-harm, sequela	
self_harm	T63.312	Toxic effect of venom of black widow spider, self-harm	
self_harm	T63.312A	Toxic effect of venom of black widow spider, self-harm, init	
self_harm	T63.312D	Toxic effect of venom of black widow spider, self-harm, subs	
self_harm	T63.312S	Toxic effect of venom of black widow spider, slf-hrm, sqla	
self_harm	T63.322	Toxic effect of venom of tarantula, intentional self-harm	
self_harm	T63.322A	Toxic effect of venom of tarantula, self-harm, init	
self_harm	T63.322D	Toxic effect of venom of tarantula, self-harm, subs	
self_harm	T63.322S	Toxic effect of venom of tarantula, self-harm, sequela	
self_harm	T63.332	Toxic effect of venom of brown recluse spider, self-harm	
self_harm	T63.332A	Toxic effect of venom of brown recluse spider, slf-hrm, init	
self_harm	T63.332D	Toxic effect of venom of brown recluse spider, slf-hrm, subs	
self_harm	T63.332S	Toxic effect of venom of brown recluse spider, slf-hrm, sqla	
self_harm	T63.392	Toxic effect of venom of other spider, intentional self-harm	
self_harm	T63.392A	Toxic effect of venom of spider, intentional self-harm, init	
self_harm	T63.392D	Toxic effect of venom of spider, intentional self-harm, subs	
self_harm	T63.392S	Toxic effect of venom of spider, self-harm, sequela	
self_harm	T63.412	Toxic effect of venom of centipede/millipede, self-harm	
self_harm	T63.412A	Toxic effect of venom of centipede/millipede, slf-hrm, init	
self_harm	T63.412D	Toxic effect of venom of centipede/millipede, slf-hrm, subs	
self_harm	T63.412S	Toxic effect of venom of centipede/millipede, slf-hrm, sqla	
self_harm	T63.422	Toxic effect of venom of ants, intentional self-harm	
self_harm	T63.422A	Toxic effect of venom of ants, intentional self-harm, init	
self_harm	T63.422D	Toxic effect of venom of ants, intentional self-harm, subs	
self_harm	T63.422S	Toxic effect of venom of ants, self-harm, sequela	
self_harm	T63.432	Toxic effect of venom of caterpillars, intentional self-harm	
self_harm	T63.432A	Toxic effect of venom of caterpillars, self-harm, init	
self_harm	T63.432D	Toxic effect of venom of caterpillars, self-harm, subs	
self_harm	T63.432S	Toxic effect of venom of caterpillars, self-harm, sequela	
self_harm	T63.442	Toxic effect of venom of bees, intentional self-harm	
self_harm	T63.442A	Toxic effect of venom of bees, intentional self-harm, init	
self_harm	T63.442D	Toxic effect of venom of bees, intentional self-harm, subs	
self_harm	T63.442S	Toxic effect of venom of bees, self-harm, sequela	
self_harm	T63.452	Toxic effect of venom of hornets, intentional self-harm	
self_harm	T63.452A	Toxic effect of venom of hornets, self-harm, init	
self_harm	T63.452D	Toxic effect of venom of hornets, self-harm, subs	
self_harm	T63.452S	Toxic effect of venom of hornets, self-harm, sequela	
self_harm	T63.462	Toxic effect of venom of wasps, intentional self-harm	
self_harm	T63.462A	Toxic effect of venom of wasps, intentional self-harm, init	
self_harm	T63.462D	Toxic effect of venom of wasps, intentional self-harm, subs	
self_harm	T63.462S	Toxic effect of venom of wasps, self-harm, sequela	
self_harm	T63.482	Toxic effect of venom of arthropod, intentional self-harm	
self_harm	T63.482A	Toxic effect of venom of arthropod, self-harm, init	
self_harm	T63.482D	Toxic effect of venom of arthropod, self-harm, subs	
self_harm	T63.482S	Toxic effect of venom of arthropod, self-harm, sequela	
self_harm	T63.512	Toxic effect of contact with stingray, intentional self-harm	
self_harm	T63.512A	Toxic effect of contact w stingray, self-harm, init	
self_harm	T63.512D	Toxic effect of contact w stingray, self-harm, subs	
self_harm	T63.512S	Toxic effect of contact w stingray, self-harm, sequela	
self_harm	T63.592	Toxic effect of contact w oth venomous fish, self-harm	
self_harm	T63.592A	Toxic effect of contact w oth venomous fish, self-harm, init	
self_harm	T63.592D	Toxic effect of contact w oth venomous fish, self-harm, subs	
self_harm	T63.592S	Toxic effect of contact w oth venom fish, slf-hrm, sequela	
self_harm	T63.612	Toxic effect of contact with Portuguese Man-o-war, self-harm	
